title,categories/keyword,author_tags
"elemental and mineralogical analysis of marine and coastal sediments from phra thong island, thailand: insights into the provenance of coastal hazard deposits(article)",marine geology,"['bootstrap analysis', 'cluster analysis', 'discriminant function analysis', 'grain size parameters', 'mineral compositions', 'principal component analysis', 'provenance', 'storm deposit', 'trace elements', 'tsunami deposit', 'cluster analysis', 'deposits', 'discriminant analysis', 'geochemistry', 'grain size and shape', 'hazards', 'minerals', 'sediments', 'storms', 'stratigraphy', 'submarine geology', 'trace analysis', 'trace elements', 'tsunamis', 'bootstrap analysis', 'discriminant function analysis', 'grain size parameters', 'mineral composition', 'provenance', 'storm deposits', 'tsunami deposits', 'principal component analysis', 'chemical composition', 'cluster analysis', 'coastal sediment', 'grain size', 'hydrodynamics', 'marine sediment', 'nearshore environment', 'paleogeography', 'provenance', 'sediment chemistry', 'storm deposit', 'storm surge', 'trace element', 'tsunami', 'indian ocean', 'phangnga', 'phra thong island', 'southern region', 'thailand', 'thailand']"
drug-induced stevens-johnson syndrome and toxic epidermal necrolysis call for optimum patient stratification and theranostics via pharmacogenomics(review)(open access),annual review of genomics and human genetics,"['pharmacogenomics', 'severe cutaneous adverse reactions', 'sjs/ten', 'cell interaction', 'clinical feature', 'cost effectiveness analysis', 'differential diagnosis', 'drug induced disease', 'genetic variation', 'health care practice', 'human', 'morbidity', 'mortality', 'pathogenesis', 'pathology', 'pharmacogenomics', 'review', 'stevens johnson syndrome', 'theranostic nanomedicine', 'toxic epidermal necrolysis', 'genetics', 'pharmacogenetics', 'stevens johnson syndrome', 'humans', 'pharmacogenetics', 'stevens-johnson syndrome', 'theranostic nanomedicine']"
"effect of citric acid concentrations, storage time and temperature, and steaming on antioxidant activities of siam tulip (curcuma alismatifolia gagnep) flower(conference paper)",acta horticulturae,"['antioxidant activities', 'curcuma alismatifolia gagnep', 'siam tulip', 'total phenolic content']"
the fabrication of multicolor electrochromic device based on graphene conductive ink/poly(lactic acid) thin films by voltage-step method(article),"optoelectronics and advanced materials, rapid communications","['electrochromic device', 'graphene conductive ink', 'poly(lactic acid)', 'silver nanoparticles', 'biopolymers', 'cyclic voltammetry', 'electrochromic devices', 'electrochromism', 'energy dispersive spectroscopy', 'fourier transform infrared spectroscopy', 'graphene', 'lactic acid', 'nanoparticles', 'optical properties', 'plasmons', 'silver nanoparticles', 'surface plasmon resonance', 'transparent electrodes', 'conductive ink', 'electrical resistance measurement', 'energy dispersive spectroscopies (eds)', 'fourier transform infra red (ftir) spectroscopy', 'localized surface plasmon resonance', 'poly lactic acid', 'transparent conductive electrodes', 'x ray diffractometers', 'graphene devices']"
nongenomic action of aldosterone on colocalization of angiotensin ii type 1 and type 2 receptors in rat kidney(article),journal of histotechnology,"['aldosterone', 'angiotensin ii receptors', 'nongenomic action', 'protein colocalization', 'rat kidney', 'aldosterone', 'alkaline phosphatase', 'angiotensin 1 receptor', 'angiotensin 2 receptor', 'creatinine', 'sodium chloride', 'animal experiment', 'animal model', 'animal tissue', 'article', 'controlled study', 'dimerization', 'henle loop', 'histology', 'imaging', 'immunohistochemistry', 'in vivo study', 'kidney cortex', 'kidney inner medulla', 'kidney outer medulla', 'kidney proximal tubule', 'kidney tissue', 'male', 'nonhuman', 'protein colocalization', 'protein expression', 'rat', 'staining']"
fault identification usingcombined adaptive neuro-fuzzy inference system and gustafson-kessel algorithm(article),journal of engineering research (kuwait),"['adaptive neuro-fuzzy inference system', 'fault identification', 'gustafson-kesselalgorithm', 'power system protection']"
"mulberry leaves and their potential effects against cardiometabolic risks: a review of chemical compositions, biological properties and clinical efficacy(review)(open access)",pharmaceutical biology,"['cardiovascular diseases', 'hyperglycaemia', 'hyperlipidaemia', 'hypertension', 'morus spp.', 'obesity', 'oxidative stress', '1 deoxynojirimycin', 'ascorbic acid', 'boron', 'calcium', 'carbohydrate', 'carbon', 'citric acid', 'copper', 'fat', 'flavonoid', 'iron', 'lead', 'lithium', 'magnesium', 'malic acid', 'manganese', 'molybdenum', 'mulberry extract', 'nickel', 'nitrogen', 'phenol derivative', 'phosphorus', 'potassium', 'protein', 'sodium', 'sulfur', 'titanium', 'zinc', 'antidiabetic agent', 'antiinflammatory agent', 'antilipemic agent', 'plant extract', 'antiatherosclerosis activity', 'antidiabetic activity', 'antihypertensive activity', 'antiinflammatory activity', 'antilipemic activity', 'antiobesity activity', 'antioxidant activity', 'atherosclerosis', 'biological activity', 'cardiometabolic risk', 'cardiovascular disease', 'chemical composition', 'disease association', 'drug activity', 'drug efficacy', 'heart protection', 'hyperglycemia', 'hyperlipidemia', 'hypertension', 'mulberry', 'non insulin dependent diabetes mellitus', 'nonhuman', 'obesity', 'oxidative stress', 'plant leaf', 'review', 'animal', 'cardiovascular disease', 'chemistry', 'human', 'isolation and purification', 'metabolic disorder', 'metabolism', 'morus', 'non insulin dependent diabetes mellitus', 'plant leaf', 'treatment outcome', 'animals', 'anti-inflammatory agents', 'cardiovascular diseases', 'diabetes mellitus, type 2', 'humans', 'hypoglycemic agents', 'hypolipidemic agents', 'metabolic diseases', 'morus', 'plant extracts', 'plant leaves', 'treatment outcome']"
the moderating effects of demographic characteristics and certain psychological factors on the job embeddedness – turnover relationship among thai health-care employees(article),international journal of organizational analysis,"['generation', 'job embeddedness', 'leader-member exchange', 'moderating effect', 'self-efficacy', 'tenure']"
surface morphology control of nb thin films by biased target ion beam deposition(article),"journal of vacuum science and technology a: vacuum, surfaces and films","['film growth', 'film preparation', 'ion beam assisted deposition', 'ion beams', 'morphology', 'superconducting devices', 'superconducting films', 'surface morphology', 'critical temperatures', 'homogeneous transition', 'ion beam deposition', 'root mean square roughness', 'sputtering process', 'superconducting electronic devices', 'superconducting properties', 'superconducting transition width', 'thin films']"
comparison of eeg measurement of upper limb movement in motor imagery training system(article)(open access),biomedical engineering online,"['brain computer interface (bci)', 'common spatial pattern (csp)', 'motor imagery (mi)', 'rehabilitation technology', 'brain computer interface', 'discriminant analysis', 'electroencephalography', 'image retrieval', 'interfaces (computer)', 'neuromuscular rehabilitation', 'support vector machines', 'classification accuracy', 'common spatial patterns', 'electro-encephalogram (eeg)', 'linear discriminant analyses (lda)', 'motor imagery', 'rehabilitation robotic systems', 'rehabilitation technology', 'stroke rehabilitation', 'biological organs', 'adult', 'article', 'brain computer interface', 'clinical article', 'comparative effectiveness', 'controlled study', 'discriminant analysis', 'electroencephalogram', 'feature extraction', 'female', 'filtration', 'forearm', 'hand movement', 'human', 'imagery', 'male', 'pronation', 'stroke rehabilitation', 'supination', 'support vector machine', 'validation process', 'wrist', 'comparative study', 'electroencephalography', 'hand', 'movement (physiology)', 'physiology', 'brain-computer interfaces', 'electroencephalography', 'hand', 'humans', 'movement', 'wrist']"
"effects of extensive bottom cultivation of tropical oyster crassostrea belcheri on benthic invertebrate community structure in ban don bay, suratthani province, southern thailand(article)",aquaculture international,"['benthic invertebrates', 'bottom cultivation', 'crassostrea belcheri', 'diversity', 'oyster', 'richness', 'benthos', 'community structure', 'cultivation', 'diversity index', 'oyster culture', 'species diversity', 'species richness', 'taxonomy', 'ban don bay', 'southern region', 'surat thani [southern region]', 'thailand', 'bivalvia', 'crassostrea belcheri', 'gastropoda', 'invertebrata', 'ostreidae', 'polychaeta']"
influence of anisotropic properties on vertical vibrations of circular foundation on saturated elastic layer(article),mechanics research communications,"['elastic layer', 'foundations', 'poroelasticity', 'soil–structure interaction', 'transversely isotropic', 'vertical vibrations', 'anisotropy', 'hydroelasticity', 'integral equations', 'anisotropy materials', 'circular foundations', 'elastic layers', 'hankel integral transform', 'poro-elasticity', 'saturated elastic layer', 'transversely isotropic', 'vertical vibrations', 'foundations']"
beyond “bullies” and “victims”: a systemic approach to tackling school bullying(book chapter),violent adolescents: understanding the destructive impulse,[]
a two-step adaptive noise cancellation system for dental-drill noise reduction(article)(open access),engineering journal,"['adaptive noise cancellation', 'dental-drill sounds', 'noise reduction', 'speech quality', 'tone-frequency extraction']"
molecular insights into inclusion complexes of mansonone e and h enantiomers with various β-cyclodextrins(article),journal of molecular graphics and modelling,"['cyclodextrins', 'inclusion complex', 'mansonone e', 'mansonone h', 'mm/pbsa', 'molecular dynamics simulation', 'naphthoquinone', 'binding energy', 'bins', 'complexation', 'cyclodextrins', 'hydrogen bonds', 'isomers', 'ketones', 'molecular dynamics', 'stereochemistry', 'structural dynamics', 'van der waals forces', 'inclusion complex', 'mansonone h', 'mm/pbsa', 'molecular dynamics simulations', 'naphthoquinone', 'free energy', 'beta cyclodextrin', 'hydroxyl group', 'mansonone e', 'mansonone h', 'naphthoquinone', 'oxygen', 'unclassified drug', 'beta cyclodextrin derivative', 'ligand', 'mansonone e', 'mansonone h', 'naphthoquinone', 'sesquiterpene', 'water', 'article', 'complex formation', 'conformation', 'controlled study', 'enantiomer', 'enantioselectivity', 'encapsulation', 'energy', 'hydrogen bond', 'hydrophilicity', 'hydrophobicity', 'ligand binding', 'molecular dynamics', 'priority journal', 'solvation', 'stereoisomerism', 'stereospecificity', 'chemical structure', 'chemistry', 'beta-cyclodextrins', 'ligands', 'molecular conformation', 'molecular dynamics simulation', 'molecular structure', 'naphthoquinones', 'sesquiterpenes', 'stereoisomerism', 'water']"
improving thai word and sentence segmentation using linguistic knowledge(article)(open access),ieice transactions on information and systems,"['summarization', 'thai', 'topic extraction', 'translation', 'word segmentation', 'computational linguistics', 'data mining', 'image segmentation', 'merging', 'random processes', 'conditional random field', 'linguistic knowledge', 'sentence segmentation', 'splitting algorithms', 'summarization', 'thai', 'topic extraction', 'word segmentation', 'translation (languages)']"
inventive problem solving for automotive part defective reduction(conference paper),acm international conference proceeding series,"['automotive part defective', 'dmaic', 'six sigma', 'triz', 'decision making', 'defects', 'process engineering', 'process monitoring', 'six sigma', 'statistical process control', 'testing', 'work simplification', 'alternative solutions', 'automotive parts', 'cause-and-effect diagram', 'dmaic', 'process capabilities', 'production performance', 'statistical hypothesis testing', 'triz', 'problem solving']"
